index,publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,gross_sales,publisher_revenue,sale_price,sales_rank,publisher,units_sold,page_count,reviews,awards_and_recognition,format
878,2008.0,the 3 mistakes of my life,chetan bhagat,eng,,2.97,53331,genre fiction,894.88,536.928,7.99,1032,random house llc,4440,,,,
879,1926.0,the murder of roger ackroyd,agatha christie,eng,,4.2,71354,nonfiction,842.24,505.344,7.52,1032,"amazon digital services,  inc.",4440,,,,
880,1940.0,native son,richard wright,eng,,3.96,66194,genre fiction,334.88,0.0,2.99,1033,"amazon digital services,  inc.",4440,,,,
881,2008.0,shadow's edge,brent weeks,en-us,,4.27,66390,genre fiction,1326.08,795.648,11.84,1033,random house llc,4440,,,,
882,2011.0,under the never sky,veronica rossi,en-gb,,4.01,74029,genre fiction,446.88,0.0,3.99,1034,"amazon digital services,  inc.",4440,,,,
883,2003.0,true believer,nicholas sparks,en-us,,3.8,62840,genre fiction,558.88,0.0,4.99,1035,"amazon digital services,  inc.",4440,,,,
885,2012.0,the golden lily,richelle mead,en-us,,4.36,86929,genre fiction,1230.88,738.528,10.99,1037,penguin group (usa) llc,4440,,,,
886,2008.0,chasing harry winston,lauren weisberger,eng,,3.32,63342,genre fiction,558.88,335.328,4.99,1042,random house llc,4440,,,,
887,1983.0,magician's gambit,david eddings,unknown,,4.13,69616,genre fiction,334.88,0.0,2.99,1042,"amazon digital services,  inc.",4440,,,,
888,2009.0,unknown,"roberto aguirre-sacasa, stephen king, mike perkins, laura       martin",eng,,4.43,57279,genre fiction,838.88,503.328,7.49,1043,penguin group (usa) llc,4440,,,,
889,1960.0,the rise and fall of the third reich: a history of nazi germany,william l. shirer,eng,,4.15,64391,genre fiction,334.88,200.928,2.99,1044,harpercollins publishers,4440,,,,
890,2005.0,a long way down,nick hornby,eng,,3.41,59843,nonfiction,446.88,268.128,3.99,1046,hachette book group,4440,,,,
891,1993.0,out from boneville,"jeff smith, steve hamaker",eng,,4.16,62330,genre fiction,670.88,0.0,5.99,1048,"amazon digital services,  inc.",4400,,,,
892,1995.0,rose madder,stephen king,eng,,3.66,70921,genre fiction,222.88,133.728,1.99,1049,simon and schuster digital sales inc,4400,,,,
893,1998.0,"die trying (jack reacher, #2)",lee child,en-us,,4.0,62128,genre fiction,334.88,200.928,2.99,1050,macmillan,4400,,,,
894,2011.0,beautiful chaos,"kami garcia, margaret stohl, paz pruneda",en-us,,3.95,69709,genre fiction,222.88,133.728,1.99,1050,hachette book group,4400,,,,
895,1999.0,keeping faith,jodi picoult,unknown,,3.79,62405,genre fiction,109.89,0.0,0.99,1052,"amazon digital services,  inc.",4400,,,,
896,2007.0,heart-shaped box,joe hill,en-us,,3.82,65005,genre fiction,331.89,0.0,2.99,1052,"amazon digital services,  inc.",4400,,,,
897,2010.0,cabin fever,jeff kinney,eng,,4.21,63347,nonfiction,1330.89,798.534,11.99,1053,penguin group (usa) llc,4400,,,,
898,2008.0,unknown,brent weeks,eng,,4.29,64961,fiction,442.89,0.0,3.99,1054,"amazon digital services,  inc.",4400,,,,
899,2005.0,everyone worth knowing,lauren weisberger,en-us,,3.39,59932,genre fiction,109.89,0.0,0.99,1055,"amazon digital services,  inc.",4400,,,,
900,1986.0,redwall,brian jacques,eng,,4.11,73918,genre fiction,331.89,0.0,2.99,1056,"amazon digital services,  inc.",4400,,,,
901,1848.0,manifest der kommunistischen partei,"karl marx, friedrich engels, gareth stedman jones",eng,,3.51,56464,genre fiction,331.89,0.0,2.99,1057,"amazon digital services,  inc.",4400,,,,
902,2016.0,the woman in cabin 10,ruth ware,eng,,3.67,90541,nonfiction,109.89,65.934,0.99,1058,"amazon digital services,  inc.",4400,,,,
903,1826.0,the last of the mohicans: a narrative of 1757,james fenimore cooper,eng,,3.69,67632,genre fiction,109.89,0.0,0.99,1058,"amazon digital services,  inc.",4400,,,,
904,1979.0,sophie's choice,william styron,eng,,4.18,66923,nonfiction,220.89,132.534,1.99,1059,"amazon digital services,  inc.",4400,,,,
905,2004.0,shopaholic and sister,sophie kinsella,eng,,3.64,69007,genre fiction,331.89,0.0,2.99,1059,"amazon digital services,  inc.",4400,,,,
906,2010.0,the iron daughter,julie kagawa,eng,,4.13,93340,genre fiction,331.89,0.0,2.99,1060,"amazon digital services,  inc.",4400,,,,
907,2000.0,the prayer of jabez:  breaking through to the blessed life,bruce h. wilkinson,eng,,3.92,57468,nonfiction,899.1,539.46,8.1,1061,"amazon digital services,  inc.",4400,,,,
908,2012.0,the age of miracles,karen thompson walker,eng,,3.64,61296,genre fiction,1314.24,788.544,11.84,1062,random house llc,4400,,,,
909,2009.0,have a little faith: a true story,mitch albom,en-us,,4.16,60002,nonfiction,220.89,132.534,1.99,1066,hachette book group,4400,,,,
910,2006.0,my life in france,"julia child, alex prud'homme",eng,,4.16,63100,genre fiction,1330.89,798.534,11.99,1066,penguin group (usa) llc,4400,,,,
911,2014.0,the rosie effect,graeme simsion,eng,,3.56,27308,genre fiction,1225.44,735.264,11.04,1068,macmillan,4360,,,,
912,2011.0,the secret of the nagas.,amish tripathi,eng,,3.98,50158,genre fiction,109.89,65.934,0.99,1069,"amazon digital services,  inc.",4360,,,,
913,1982.0,ham on rye,charles bukowski,unknown,,4.16,54140,genre fiction,196.47,0.0,1.77,1071,"amazon digital services,  inc.",4360,,,,
914,2001.0,flipped,wendelin van draanen,en-us,,3.94,79264,nonfiction,109.89,0.0,0.99,1072,"amazon digital services,  inc.",4360,,,,
915,2003.0,emotional intelligence 2.0,"travis bradberry, jean greaves, patrick lencioni",unknown,,3.81,53384,genre fiction,109.89,0.0,0.99,1073,"amazon digital services,  inc.",4360,,,,
916,1941.0,make way for ducklings,robert mccloskey,unknown,,4.21,70704,nonfiction,637.14,382.284,5.74,1074,harpercollins publishers,4360,,,,
917,1995.0,relic,"douglas preston, lincoln child",eng,,4.01,68011,genre fiction,858.03,514.818,7.73,1075,hachette book group,4360,,,,
918,1995.0,notes from a small island,bill bryson,eng,,3.91,66947,genre fiction,442.89,0.0,3.99,1076,"amazon digital services,  inc.",4360,,,,
919,2008.0,small favor,jim butcher,en-us,,4.43,70029,nonfiction,1219.89,731.934,10.99,1077,random house llc,4360,,,,
920,2009.0,the walking dead compendium volume 1,robert kirkman,eng,,4.43,57764,genre fiction,331.89,0.0,2.99,1078,"amazon digital services,  inc.",4360,,,,
921,2005.0,princess academy,shannon hale,eng,,4.01,82470,genre fiction,1414.14,848.484,12.74,1080,simon and schuster digital sales inc,4360,,,,
922,2015.0,"everything, everything","nicola yoon, david yoon",eng,,4.11,132552,genre fiction,331.89,0.0,2.99,1081,"amazon digital services,  inc.",4360,,,,
923,1912.0,pygmalion,george bernard shaw,en-us,,3.9,70079,genre fiction,331.89,0.0,2.99,1082,"amazon digital services,  inc.",4360,,,,
924,2012.0,flight behavior,barbara kingsolver,eng,,3.75,57078,genre fiction,109.89,65.934,0.99,1085,"amazon digital services,  inc.",4360,,,,
925,2008.0,grip of the shadow plague,brandon mull,eng,,4.26,65638,genre fiction,548.9,0.0,4.99,1089,"amazon digital services,  inc.",4360,,,,
926,1999.0,bridget jones: the edge of reason,helen fielding,eng,,3.53,73093,nonfiction,1098.9,659.34,9.99,1090,"amazon digital services,  inc.",4360,,,,
928,2004.0,at first sight,nicholas sparks,en-us,,3.81,62219,genre fiction,108.9,65.34,0.99,1091,"amazon digital services,  inc.",4320,,,,
929,2000.0,down under,bill bryson,eng,,4.05,58688,genre fiction,438.9,0.0,3.99,1093,"amazon digital services,  inc.",4320,,,,
930,1894.0,the memoirs of sherlock holmes,arthur conan doyle,eng,,4.32,56918,nonfiction,1230.9,738.54,11.19,1095,harpercollins publishers,4320,,,,
931,2012.0,the orphan master's son,adam johnson,eng,,4.06,52765,genre fiction,108.9,65.34,0.99,1097,macmillan,4320,,,,
932,1984.0,enchanters' end game,david eddings,en-us,,4.17,69134,genre fiction,438.9,0.0,3.99,1098,"amazon digital services,  inc.",4320,,,,
933,2003.0,persepolis,"marjane satrapi, mattias ripa, blake ferris, anjali singh",en-us,,4.36,71353,nonfiction,108.9,0.0,0.99,1099,"amazon digital services,  inc.",4320,,,,
934,1967.0,the chosen,chaim potok,eng,,4.03,70701,fiction,218.9,131.34,1.99,1099,"amazon digital services,  inc.",4320,,,,
937,2004.0,where rainbows end,cecelia ahern,en-us,,3.95,55236,nonfiction,1208.9,725.34,10.99,1101,random house llc,4320,,,,
938,1963.0,amelia bedelia,"peggy parish, fritz siebel",eng,,4.15,72329,genre fiction,878.9,527.34,7.99,1102,penguin group (usa) llc,4320,,,,
939,2012.0,this man,jodi ellen malpas,eng,,4.13,79461,genre fiction,108.9,65.34,0.99,1102,"amazon digital services,  inc.",4320,,,,
940,2010.0,a dog's purpose,w. bruce cameron,en-us,,4.35,65091,genre fiction,328.9,0.0,2.99,1105,"amazon digital services,  inc.",4320,,,,
941,2015.0,an ember in the ashes,sabaa tahir,eng,,4.32,45492,genre fiction,603.9,362.34,5.49,1106,harpercollins publishers,4320,,,,
942,2008.0,"lover enshrined, part one",j.r. ward,eng,,4.12,87432,genre fiction,988.9,593.34,8.99,1106,random house llc,4320,,,,
943,2013.0,the golem and the jinni,helene wecker,eng,,4.1,59650,genre fiction,438.9,0.0,3.99,1107,"amazon digital services,  inc.",4320,,,,
945,2003.0,the slippery slope,"lemony snicket, brett helquist",en-us,,4.0,81362,genre fiction,988.9,593.34,8.99,1111,penguin group (usa) llc,4320,,,,
946,1853.0,bleak house,"charles dickens, nicola bradbury, hablot knight browne",eng,,4.0,67433,genre fiction,988.9,593.34,8.99,1112,harpercollins publishers,4320,,,,
947,1938.0,"caps for sale: a tale of a peddler, some monkeys and their monkey business",esphyr slobodkina,eng,,4.12,72504,genre fiction,548.9,329.34,4.99,1118,"amazon digital services,  inc.",4280,,,,
948,2004.0,furies of calderon,jim butcher,eng,,4.12,70269,genre fiction,108.9,0.0,0.99,1119,"amazon digital services,  inc.",4280,,,,
949,1983.0,alanna: the first adventure,tamora pierce,en-us,,4.27,85699,genre fiction,1867.8,1120.68,16.98,1119,penguin group (usa) llc,4280,,,,
950,2009.0,her fearful symmetry,audrey niffenegger,en-gb,,3.23,63737,nonfiction,416.9,250.14,3.79,1120,harpercollins publishers,4280,,,,
951,2014.0,the boston girl,anita diamant,eng,,3.79,51603,genre fiction,548.9,0.0,4.99,1120,"amazon digital services,  inc.",4280,,,,
952,2009.0,"lover enshrined, part two",j.r. ward,eng,,4.38,84650,children,493.9,296.34,4.49,1123,macmillan,4280,,,,
953,1990.0,the fall of hyperion,dan simmons,eng,,4.18,63235,nonfiction,641.3,384.78,5.83,1124,simon and schuster digital sales inc,4280,,,,
954,1987.0,the black dahlia,james ellroy,en-us,,3.75,61412,genre fiction,1088.91,653.346,9.99,1127,random house llc,4280,,,,
955,1871.0,"through the looking-glass, and what alice found there","lewis carroll, john tenniel, peter glassman",eng,,4.06,63050,fiction,216.91,130.146,1.99,1128,simon and schuster digital sales inc,4280,,,,
956,1991.0,wild swans: three daughters of china,jung chang,en-us,,4.23,60193,nonfiction,434.91,260.946,3.99,1129,harpercollins christian publishing,4280,,,,
957,1961.0,"go, dog. go!",p.d. eastman,eng,,4.08,66360,fiction,1160.85,696.51,10.65,1130,penguin group (usa) llc,4280,,,,
958,1937.0,unknown,"laura ingalls wilder, garth williams",unknown,,4.19,74666,genre fiction,516.66,309.996,4.74,1131,harpercollins publishers,4280,,,,
959,2015.0,finders keepers,stephen king,eng,,4.03,36541,fiction,107.91,0.0,0.99,1131,"amazon digital services,  inc.",4280,,,,
960,2009.0,the strain,"guillermo del toro, chuck hogan",en-us,,3.77,58631,genre fiction,107.91,64.746,0.99,1132,"amazon digital services,  inc.",4280,,,,
961,1890.0,the complete poems of emily dickinson,"emily dickinson, thomas h. johnson",eng,,4.21,60278,genre fiction,543.91,0.0,4.99,1132,"amazon digital services,  inc.",4280,,,,
962,1956.0,old yeller,fred gipson,en-us,,4.06,69815,genre fiction,1502.02,901.212,13.78,1136,macmillan,4280,,,,
963,2007.0,born standing up: a comic's life,steve martin,eng,,3.87,60869,nonfiction,107.91,64.746,0.99,1137,"amazon digital services,  inc.",4280,,,,
964,2005.0,postsecret: extraordinary confessions from ordinary lives,frank warren,unknown,,4.01,58841,nonfiction,107.91,0.0,0.99,1138,"amazon digital services,  inc.",4280,,,,
965,2000.0,a storm of swords: part 2 blood and gold,george r.r. martin,eng,,4.56,54977,genre fiction,325.91,0.0,2.99,1140,"amazon digital services,  inc.",4280,,,,
966,1952.0,the borrowers afield,"mary norton, beth krush, joe krush",unknown,,4.02,74820,genre fiction,706.32,423.792,6.48,1141,hachette book group,4240,,,,
967,1999.0,hearts in atlantis,stephen king,eng,,3.8,65063,genre fiction,216.91,130.146,1.99,1142,macmillan,4240,,,,
968,2016.0,unknown,jodi picoult,eng,,4.35,73745,genre fiction,1306.91,784.146,11.99,1144,penguin group (usa) llc,4240,,,,
970,2003.0,the queen's fool,philippa gregory,en-us,,3.83,69504,genre fiction,598.41,359.046,5.49,1148,simon and schuster digital sales inc,4240,,,,
971,2012.0,days of blood & starlight,laini taylor,en-ca,,4.21,85746,genre fiction,325.91,195.546,2.99,1148,"amazon digital services,  inc.",4240,,,,
972,1984.0,jitterbug perfume,tom robbins,eng,,4.24,48277,genre fiction,325.91,0.0,2.99,1148,"amazon digital services,  inc.",4240,,,,
973,2006.0,"the battle for skandia (ranger's apprentice, #4)",john flanagan,en-us,,4.32,60959,genre fiction,325.91,195.546,2.99,1149,"amazon digital services,  inc.",4240,,,,
974,2012.0,the darkest minds,alexandra bracken,eng,,4.26,83886,fiction,620.21,372.126,5.69,1150,hachette book group,4240,,,,
975,2005.0,o zahir,"paulo coelho, margaret jull costa",eng,,3.56,50921,genre fiction,434.91,0.0,3.99,1151,"amazon digital services,  inc.",4240,,,,
976,1952.0,the power of positive thinking,norman vincent peale,eng,,4.08,52704,genre fiction,325.91,0.0,2.99,1152,"amazon digital services,  inc.",4240,,,,
977,2015.0,"in a dark, dark wood",ruth ware,eng,,3.65,67344,genre fiction,107.91,0.0,0.99,1153,"amazon digital services,  inc.",4240,,,,
978,1905.0,the house of mirth,"edith wharton, nina bawden",eng,,3.94,60611,genre fiction,325.91,0.0,2.99,1154,"amazon digital services,  inc.",4240,,,,
979,2006.0,fairy tail 1,"hiro mashima, william flanagan",eng,,4.4,65477,genre fiction,434.91,0.0,3.99,1155,"amazon digital services,  inc.",4240,,,,
980,2014.0,the slow regard of silent things,"patrick rothfuss, nate  taylor",eng,,3.92,57716,genre fiction,434.91,0.0,3.99,1156,"amazon digital services,  inc.",4240,,,,
981,1853.0,twelve years a slave,solomon northup,eng,,4.15,39758,genre fiction,543.91,326.346,4.99,1156,random house llc,4240,,,,
982,2010.0,"lover avenged, part one",j.r. ward,eng,,4.41,82824,genre fiction,543.91,0.0,4.99,1160,"amazon digital services,  inc.",109,,,,
983,1999.0,in the heart of the sea: the tragedy of the whaleship essex,nathaniel philbrick,en-us,,4.16,57259,genre fiction,107.91,0.0,0.99,1160,"amazon digital services,  inc.",109,,,,
984,2006.0,infidel,ayaan hirsi ali,eng,,4.2,58432,genre fiction,107.91,0.0,0.99,1161,"amazon digital services,  inc.",109,,,,
985,2007.0,the black swan: the impact of the highly improbable,nassim nicholas taleb,eng,,3.88,53586,genre fiction,761.91,0.0,6.99,1161,"amazon digital services,  inc.",109,,,,
986,2012.0,the twelve,justin cronin,eng,,3.98,56756,genre fiction,538.92,0.0,4.99,1164,"amazon digital services,  inc.",108,,,,
988,1995.0,the diamond age,neal stephenson,eng,,4.19,61836,genre fiction,970.92,582.552,8.99,1167,macmillan,108,,,,
989,1959.0,a canticle for leibowitz,walter m. miller jr.,eng,,3.97,66721,genre fiction,106.92,0.0,0.99,1167,"amazon digital services,  inc.",108,,,,
992,2011.0,wither,lauren destefano,eng,,3.81,84776,genre fiction,412.56,0.0,3.82,1169,"amazon digital services,  inc.",108,,,,
993,2016.0,hillbilly elegy. a memoir of a family and culture in crisis,j.d. vance,eng,,3.99,80737,genre fiction,430.92,0.0,3.99,1169,"amazon digital services,  inc.",108,,,,
994,2003.0,crossroads of twilight,robert jordan,en-us,,3.82,61361,genre fiction,430.92,0.0,3.99,1170,"amazon digital services,  inc.",108,,,,
995,1871.0,the red badge of courage,stephen crane,eng,,3.21,68448,genre fiction,1186.92,712.152,10.99,1173,penguin group (usa) llc,108,,,,
996,2014.0,what if?: serious scientific answers to absurd hypothetical questions,randall munroe,eng,,4.17,60236,genre fiction,1150.2,690.12,10.65,1174,penguin group (usa) llc,108,,,,
997,1999.0,gardens of the moon,steven erikson,eng,,3.85,57993,genre fiction,430.92,0.0,3.99,1175,"amazon digital services,  inc.",108,,,,
998,2006.0,a bruxa de portobello,paulo coelho,eng,,3.51,51461,genre fiction,1327.32,796.392,12.29,1179,harpercollins publishers,108,,,,
999,1978.0,a swiftly tilting planet,madeleine l'engle,eng,,4.13,75851,genre fiction,322.92,0.0,2.99,1182,"amazon digital services,  inc.",108,,,,
1000,2003.0,gregor the overlander,suzanne collins,eng,,3.99,66823,genre fiction,322.92,0.0,2.99,1183,"amazon digital services,  inc.",108,,,,
1001,2011.0,sing you home,jodi picoult,en-us,,3.76,62494,genre fiction,516.24,309.744,4.78,1184,"amazon digital services,  inc.",108,,,,
1002,1992.0,the tale of the body thief,anne rice,en-us,,3.7,67267,fiction,214.92,128.952,1.99,1186,harpercollins publishers,108,,,,
1003,2005.0,the camel club,david baldacci,eng,,4.02,58973,nonfiction,139.32,83.592,1.29,1187,"amazon digital services,  inc.",108,,,,
1004,2006.0,saving the world and other extreme sports,james patterson,en-us,,4.16,75436,genre fiction,748.44,449.064,6.93,1190,hachette book group,108,,,,
1005,1996.0,blood of the fold,terry goodkind,en-us,,3.98,60624,genre fiction,106.92,64.152,0.99,1192,"amazon digital services,  inc.",108,,,,
1006,2006.0,the boleyn inheritance,philippa gregory,eng,,3.84,62135,genre fiction,646.92,388.152,5.99,1193,hachette book group,108,,,,
1007,2015.0,a spool of blue thread,anne tyler,eng,,3.4,42339,genre fiction,1186.92,712.152,10.99,1194,penguin group (usa) llc,108,,,,
1008,2016.0,the underground railroad,colson whitehead,eng,,4.04,72052,genre fiction,538.92,0.0,4.99,1195,"amazon digital services,  inc.",108,,,,
1009,2007.0,masquerade,melissa de la cruz,en-us,,3.91,76598,genre fiction,106.92,64.152,0.99,1196,"amazon digital services,  inc.",108,,,,
1010,2011.0,the iron queen,julie kagawa,eng,,4.24,82373,nonfiction,430.92,0.0,3.99,1196,"amazon digital services,  inc.",108,,,,
1011,2012.0,losing it,cora carmack,eng,,3.77,84438,genre fiction,538.92,323.352,4.99,1197,harpercollins publishers,108,,,,
1012,2012.0,the racketeer,john grisham,unknown,,3.79,48286,genre fiction,322.92,193.752,2.99,1198,"amazon digital services,  inc.",108,,,,
1013,1999.0,disgrace,j.m. coetzee,eng,,3.83,50422,fiction,1078.92,647.352,9.99,1198,random house llc,108,,,,
1014,1928.0,the house at pooh corner,"a.a. milne, ernest h. shepard",en-us,,4.36,69102,genre fiction,214.92,0.0,1.99,1199,"amazon digital services,  inc.",108,,,,
1015,2010.0,the black prism,brent weeks,en-us,,4.24,58906,genre fiction,430.92,0.0,3.99,1199,"amazon digital services,  inc.",108,,,,
1016,2004.0,the mermaid chair,sue monk kidd,eng,,3.1,62760,genre fiction,322.92,0.0,2.99,1199,"amazon digital services,  inc.",108,,,,
1017,1970.0,frog and toad are friends,arnold lobel,eng,,4.18,70119,nonfiction,322.92,193.752,2.99,1200,harpercollins publishers,108,,,,
1018,2002.0,the carnivorous carnival,"lemony snicket, brett helquist",en-us,,3.97,83981,genre fiction,105.93,0.0,0.99,1201,"amazon digital services,  inc.",107,,,,
1019,2010.0,heist society,ally carter,en-us,,3.91,75834,genre fiction,854.93,512.958,7.99,1201,random house llc,107,,,,
1020,2016.0,behind closed doors,b.a. paris,eng,,3.93,57865,fiction,919.13,551.478,8.59,1201,penguin group (usa) llc,107,,,,
1021,1974.0,the killer angels,michael shaara,en-us,,4.3,58372,nonfiction,105.93,63.558,0.99,1203,"amazon digital services,  inc.",107,,,,
1022,1995.0,"circus of the damned (anita blake, vampire hunter, #3)",laurell k. hamilton,en-us,,4.16,73883,fiction,426.93,256.158,3.99,1206,penguin group (usa) llc,107,,,,
1023,2006.0,ptolemy's gate,jonathan stroud,eng,,4.24,63838,genre fiction,1272.23,763.338,11.89,1207,harpercollins publishers,107,,,,
1024,1896.0,the island of dr. moreau,h.g. wells,eng,,3.72,60346,genre fiction,640.93,0.0,5.99,1212,"amazon digital services,  inc.",107,,,,
1025,2012.0,opal,jennifer l. armentrout,unknown,,4.34,92014,genre fiction,105.93,0.0,0.99,1213,"amazon digital services,  inc.",107,,,,
1026,2008.0,zeitoun,dave eggers,unknown,,4.08,55398,genre fiction,408.74,0.0,3.82,1214,"amazon digital services,  inc.",107,,,,
1027,2010.0,out of my mind,sharon m. draper,en-us,,4.37,63756,nonfiction,319.93,0.0,2.99,1215,"amazon digital services,  inc.",107,,,,
1028,2012.0,rapture,lauren kate,eng,,4.03,79360,nonfiction,1282.93,769.758,11.99,1216,random house llc,107,,,,
1029,2010.0,switched,amanda hocking,eng,,3.89,45319,genre fiction,640.93,384.558,5.99,1217,macmillan,107,,,,
1031,2015.0,unknown,colleen hoover,en-gb,,4.25,72611,nonfiction,1175.93,705.558,10.99,1218,"amazon digital services,  inc.",107,,,,
1032,2012.0,pines,blake crouch,unknown,,3.88,34789,genre fiction,105.93,0.0,0.99,1218,"amazon digital services,  inc.",107,,,,
1033,1994.0,disclosure,michael crichton,unknown,,3.76,57818,genre fiction,854.93,512.958,7.99,1219,random house llc,107,,,,
1034,2012.0,death comes to pemberley,p.d. james,eng,,3.21,65906,genre fiction,426.93,256.158,3.99,1220,"amazon digital services,  inc.",107,,,,
1035,1911.0,ethan frome,edith wharton,eng,,3.35,72421,nonfiction,405.53,243.318,3.79,1222,harpercollins publishers,107,,,,
1036,1992.0,a map of the world,"jane hamilton, frank  muller, c.j. critt",en-gb,,3.78,61347,genre fiction,324.21,194.526,3.03,1223,"amazon digital services,  inc.",107,,,,
1037,2016.0,it ends with us,colleen hoover,eng,,4.44,80433,fiction,747.93,448.758,6.99,1223,penguin group (usa) llc,107,,,,
1038,1905.0,the gift of the magi,"o. henry, lisbeth zwerger",eng,,4.07,66537,nonfiction,951.23,570.738,8.89,1224,simon and schuster digital sales inc,107,,,,
1039,1968.0,the electric kool-aid acid test,tom wolfe,en-us,,3.92,54848,genre fiction,319.93,0.0,2.99,1225,"amazon digital services,  inc.",107,,,,
1040,1959.0,the naked lunch,"william s. burroughs, james grauerholz, barry  miles",en-us,,3.46,55473,genre fiction,529.65,317.79,4.95,1226,"amazon digital services,  inc.",107,,,,
1041,1991.0,the sandman: dream country,"neil gaiman, kelley jones, charles vess, colleen doran, malcolm jones iii, steve erickson",eng,,4.28,67753,genre fiction,426.93,0.0,3.99,1230,"amazon digital services,  inc.",107,,,,
1042,2001.0,a painted house,john grisham,eng,,3.67,59974,nonfiction,105.93,0.0,0.99,1232,"amazon digital services,  inc.",107,,,,
1044,2008.0,let it snow: three holiday romances,"john green, maureen johnson, lauren myracle",eng,,3.84,57632,fiction,1149.18,689.508,10.74,1235,penguin group (usa) llc,107,,,,
1045,2010.0,"full dark, no stars",stephen king,en-us,,4.03,60672,genre fiction,640.93,384.558,5.99,1236,random house llc,107,,,,
1046,2014.0,being mortal: medicine and what matters in the end,atul gawande,eng,,4.4,56510,genre fiction,319.93,0.0,2.99,1237,"amazon digital services,  inc.",107,,,,
1047,1987.0,intensity,dean koontz,eng,,4.04,58062,genre fiction,104.94,0.0,0.99,1238,"amazon digital services,  inc.",106,,,,
1048,2010.0,chelsea chelsea bang bang,chelsea handler,en-us,,3.81,55355,children,477.0,286.2,4.5,1241,"amazon digital services,  inc.",106,,,,
1049,1879.0,et dukkehjem,"henrik ibsen, michael   meyer",eng,,3.69,69450,genre fiction,1588.94,953.364,14.99,1243,hachette book group,106,,,,
1050,1959.0,hawaii,james a. michener,en-gb,,4.18,59963,genre fiction,212.0,0.0,2.0,1243,"amazon digital services,  inc.",106,,,,
1051,1961.0,revolutionary road,richard yates,eng,,3.89,56550,genre fiction,735.64,441.384,6.94,1244,penguin group (usa) llc,106,,,,
1052,2006.0,nick & norah's infinite playlist,"rachel cohn, david levithan",en-us,,3.73,60372,genre fiction,846.94,508.164,7.99,1247,random house llc,106,,,,
1053,1966.0,rosencrantz and guildenstern are dead,"tom stoppard, henry popkin",eng,,4.06,67077,nonfiction,1334.54,800.724,12.59,1248,random house llc,106,,,,
1054,2011.0,forever,maggie stiefvater,eng,,3.91,85034,genre fiction,827.86,496.716,7.81,1249,penguin group (usa) llc,106,,,,
1055,1996.0,the beach,alex garland,eng,,3.91,52333,fiction,589.36,353.616,5.56,1251,hachette book group,106,,,,
1056,2010.0,saving ceecee honeycutt,"beth hoffman, jenna lamia",eng,,3.92,54341,genre fiction,316.94,0.0,2.99,1253,"amazon digital services,  inc.",106,,,,
1057,2012.0,deadlocked,charlaine harris,eng,,3.65,65932,nonfiction,1058.94,635.364,9.99,1255,"amazon digital services,  inc.",106,,,,
1058,2002.0,everything's eventual: 14 dark tales,stephen king,eng,,3.94,60932,fiction,316.94,190.164,2.99,1255,"amazon digital services,  inc.",106,,,,
1059,1955.0,beezus and ramona,beverly cleary,unknown,,3.97,75987,genre fiction,740.94,444.564,6.99,1257,random house llc,106,,,,
1060,1972.0,the farthest shore,ursula k. le guin,unknown,,4.11,65626,nonfiction,210.94,0.0,1.99,1258,"amazon digital services,  inc.",106,,,,
1061,1996.0,airframe,michael crichton,eng,,3.66,59229,genre fiction,104.94,0.0,0.99,1263,"amazon digital services,  inc.",106,,,,
1062,1982.0,magician,raymond e. feist,en-us,,4.17,62432,genre fiction,815.14,489.084,7.69,1265,random house llc,106,,,,
1063,2004.0,bet me,jennifer crusie,eng,,3.95,70737,genre fiction,846.94,508.164,7.99,1266,random house llc,106,,,,
1064,1994.0,long walk to freedom: the autobiography of nelson mandela,nelson mandela,eng,,4.31,43927,genre fiction,316.94,0.0,2.99,1266,"amazon digital services,  inc.",106,,,,
1065,2014.0,gray mountain,john grisham,eng,,3.52,37379,nonfiction,104.94,62.964,0.99,1268,"amazon digital services,  inc.",106,,,,
1066,1989.0,the power of one,bryce courtenay,eng,,4.34,57312,genre fiction,846.94,508.164,7.99,1270,random house llc,106,,,,
1067,1930.0,the maltese falcon,dashiell hammett,eng,,3.92,58742,genre fiction,846.94,508.164,7.99,1271,hachette book group,106,,,,
1068,2011.0,night road,kristin hannah,en-us,,4.17,58028,genre fiction,104.94,62.964,0.99,1272,"amazon digital services,  inc.",106,,,,
1069,1999.0,tripwire,lee child,eng,,4.07,55251,genre fiction,316.94,0.0,2.99,1273,"amazon digital services,  inc.",106,,,,
